URL,Traffic (%),Number of Keywords,Traffic,Adwords Positions,Positions with commercial intents in top 20,Positions with informational intents in top 20,Positions with navigational intents in top 20,Positions with transactional intents in top 20,Positions with unknown intents in top 20,Traffic with commercial intents in top 20,Traffic with informational intents in top 20,Traffic with navigational intents in top 20,Traffic with transactional intents in top 20,Traffic with unknown intents in top 20,Traffic Change,Answer Engines,Top Keyword,Primary Intent,LLM Prompts
https://easyauto.ae/business/popular-auto-parts-automobile-accessories-auto-spare-parts-supplier-in-abu-dhabi-uae/,0.03,15,1,0,0,0,2,0,0,0,0,1,0,0,0,,popular auto parts,Navigational,0
https://easyauto.ae/business/classic-steam-car-wash/,0.03,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/al-mumtaz-auto-spare-parts-trading-llc/,0.03,3,1,0,0,0,1,0,0,0,0,1,0,0,0,,mumtaz auto spare parts,Navigational,0
https://easyauto.ae/business/pioneer-auto-spare-parts-llc-ajman/,0.03,5,1,0,3,1,0,0,0,1,0,0,0,0,1,,pioneer auto spare parts,Commercial,0
https://easyauto.ae/business/volkswagen-showroom-dubai-al-nabooda-automobiles/,0.03,24,1,0,0,1,0,0,0,0,0,0,0,0,1,,volkswagen sheikh zayed road,Informational,0
https://easyauto.ae/business/al-futtaim-motors-light-commercial-vehicles-pre-owned-showroom-and-service-center/,0.03,51,1,0,0,0,1,0,0,0,0,0,0,0,1,,al futtaim toyota ras al khaimah,Navigational,0
https://easyauto.ae/business/al-yousuf-motors-spare-parts-ajman/,0.03,3,1,0,2,1,0,1,0,1,0,0,0,0,1,"google, search-gpt",al yousuf motors spare parts dubai,Commercial,2
https://easyauto.ae/business/al-ahram-auto-spare-parts-llc/,0.03,3,1,0,0,0,2,0,0,0,0,1,0,0,0,,al ahram auto spare parts llc,Navigational,0
https://easyauto.ae/business/al-futtaim-automall-dalma-mall-abu-dhabi/,0.03,9,1,0,2,1,4,0,0,0,0,1,0,0,0,,al futtaim abu dhabi,Navigational,0
https://easyauto.ae/business/sajja-car-recovery-services/,0.03,6,1,0,1,0,0,0,0,0,0,0,0,0,0,,car recovery service sharjah,Commercial,0
https://easyauto.ae/business-category/car-wash/page/84/,0.03,1,1,0,0,1,0,0,0,0,1,0,0,0,1,,al sharq car wash musaafah,Informational,0
https://easyauto.ae/business/dibba-al-fujairah-recovery-servicewnsh-db-lfyjrh/,0.03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/al-ijtihad-auto-spare-parts-tr/,0.03,1,1,0,1,0,0,0,0,1,0,0,0,0,1,,al ijtihad auto spare parts,Commercial,0
https://easyauto.ae/business/ditec-sharjah/,0.03,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/bin-hamoodah-gmc-chevrolet-al-ain-showroom/,0.03,2,1,0,0,0,1,1,0,0,0,0,1,0,0,,gmc alain,"Transactional, Navigational",0
https://easyauto.ae/business/adnoc-service-station-khalifa-city-a-south-639/,0.03,4,1,0,1,0,0,0,0,1,0,0,0,0,-101,,adnoc khalifa city,Commercial,0
https://easyauto.ae/business/al-nakheel-auto-spare-parts/,0.03,2,1,0,1,1,0,0,0,1,0,0,0,0,0,,al nakheel auto spare parts,"Commercial, Informational",0
https://easyauto.ae/business/kavak-buy-sell-used-cars-dubai/,0.03,2,1,0,0,0,2,0,0,0,0,1,0,0,1,,kavak dubai,Navigational,0
https://easyauto.ae/business/gargash-auto-multi-brand-car-service-centre-al-quoz-4-dubai/,0.03,16,1,0,2,0,1,0,0,1,0,0,0,0,0,,gargash al quoz,Commercial,0
https://easyauto.ae/business/dubai-recovery-services-rt/,0.03,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/cars-accessories-and-wrapping-ajman-uae/,0.03,3,1,0,3,0,0,0,0,1,0,0,0,0,-8,,car accessories ajman,Commercial,0
https://easyauto.ae/business/iskander-garage/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,,,,0
https://easyauto.ae/business/adnoc-auto-car-wash-al-dana-966/,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,,adnoc car wash 24 hours,Commercial,0
https://easyauto.ae/business/mg-motor-showroom-al-ain/,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,,mg abu dhabi showroom,Commercial,0
https://easyauto.ae/business/soueast-showroom-sheikh-zayed-road-szr/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/car-wash-khalifa-city-services/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/international-motoring-club-l-l-c-imc/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/keno-car-wash/,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,,keno car wash,Informational,0
https://easyauto.ae/business/rana-vehicle-recovery/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/adnoc-auto-car-wash-al-raha-144/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/towing-and-roadside-assistance-fujairah-khdm-lfjyr-llstrdd-wlqtr-3/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/nissan-sheikh-zayed-road-dubai-showroom-arabian-automobiles-llc/,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/good-steam-auto-center/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/mitsubishi-motors-showroom-service-centre-parts-al-ain-al-habtoor-motors-royal-car/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/topaz-detailing-dubai-ppf-detailing-window-tint-car-storage/,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,search-gpt,topaz detailing,Commercial,1
https://easyauto.ae/business/al-qusais-recovery-services/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,,,,0
https://easyauto.ae/business/al-ain-star-auto-spare-parts-br-2/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/galadari-trucks-heavy-equipment-fujairah/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/prowash-1099/,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/parts-gallary-auto-spare-parts-trd-llc-abu-dhabi-br/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/welcome-auto-upholstery/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/smart-repair-auto-services/,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/adnoc-service-station-sanayiyya-942/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/wrapido-car-care-wrapping-ppf-tinting/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/al-rams-car-wash/,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/recovery-mirbah-fujairah/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/car-recovery-abu-dhabi-6/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/nano-car-tinting-nanoz/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/hino-pickup-truckstoyota-sales-al-futtaim-motors-musaffah-abu-dhabi/,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,,al futtaim hino,Informational,0
https://easyauto.ae/business/auto-master-garage/,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,auto master fujairah,Informational,0
https://easyauto.ae/business/saleh-car-care-service-depot/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/al-yousuf-motors-spare-parts-abu-dhabi/,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/frsn-lkhlyj-trkyb-jld-lsyrt-fursaan-al-khaleej-car-wrap-accessories/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/adnoc-auto-wash/,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/al-alam-car-wash/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/kenzies-car-wash-detailing/,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,,kenzie's car wash,Navigational,0
https://easyauto.ae/business/nad-al-hammar-recovery-service/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/tyreplus-auto-spa/,0,1,0,0,0,1,0,1,0,0,0,0,0,0,-4,,tyreplus khalifa city,"Transactional, Informational",0
https://easyauto.ae/business/lexus-service-center-umm-al-quwain/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/performance-motor-spares-tuning-parts-motorsport-store-in-dubai/,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,,performance motor spares,Navigational,0
https://easyauto.ae/business/tyre-express-bin-humaidan-dubai/,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-8,,tyre express garhoud,Informational,0
https://easyauto.ae/business/arrow-head-auto-repairing-services-l-l-c/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/autotrust-multibrand-used-cars-sharjah/,0,8,0,0,1,1,1,1,0,0,0,0,0,0,0,,autotrust multi brand,"Transactional, Commercial",0
https://easyauto.ae/business/perfect-car-recovery-general-transport/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/premier-motors-al-ain-lincoln-showroom/,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,search-gpt,بريمير موتورز العين,"Transactional, Navigational",1
https://easyauto.ae/business-category/car-wash/page/30/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/prowash-1085/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/prowash-1079/,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/enzo-car-care-llc-nzw-kr-kyr/,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,enzo car care,Navigational,0
https://easyauto.ae/business/haval-great-wall-showroom-and-service-center-fujairah/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/dynatrade-auto-car-repair-service-centre-ruwais-5/,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/al-futtaim-trade-point-al-ain/,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/cars24-inspection-center-barsha-heights/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/wahat-al-wafa-spare-parts/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/prowash-80/,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/sparemax-auto-spare-parts-llc-al-nakheel-ras-al-khaimah/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/dublin-auto-spare-parts-trading-l-l-c/,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,,dublin auto,Commercial,0
https://easyauto.ae/business/car-garage-expert-jvc-br/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/prowash-1035/,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/al-ayyan-new-spare-parts-tr/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/car-repair-shop/,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/ram-abu-dhabi-showroom-trading-enterprises/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/xclusive-car-care-ppf-and-wrapping/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/tornado-car-wash/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/car-recovery-assistance-and-towing-service-dubai/,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/full-down-sports-recovery/,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,full down recovery,Informational,0
https://easyauto.ae/business/car-spa-dubai-3-al-qouz/,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,car spa,Commercial,0
https://easyauto.ae/business/advantage-auto-spare-parts-umm-al-quwain/,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,advantage auto spare parts sharjah,Informational,0
https://easyauto.ae/business/totalenergies-bin-bader-cars-washing-station/,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/automaxx-spare-parts-llc-dubai/,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-3,,automaxx spare parts llc,Navigational,0
https://easyauto.ae/business/mans-auto-acc-sticker-wrapping-window-tinting/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/the-diamond-arrow-cars-cleaning/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/toyota-showroom-al-wahda-sharjah/,0,7,0,0,0,0,1,1,0,0,0,0,0,0,-1,,toyota al wahda sharjah,"Transactional, Navigational",0
https://easyauto.ae/business/hexis-training-center/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/adavantage-motors-llc/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/al-mjra-car-wash/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/dublin-auto-spare-parts-trading-l-l-c-branch-1/,0,16,0,0,1,0,1,0,0,0,0,0,0,0,0,,dublin auto spare parts trading,"Commercial, Navigational",0
https://easyauto.ae/business/dalma-motors/,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,dalma motors,Navigational,0
https://easyauto.ae/business/amc-motors-trading-llc-ajman/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/a-plus-advertising-l-l-c-sign-board-factory/,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,aplus advertising,Informational,0
https://easyauto.ae/business/car-towing-recovery-dubai-sharjah/,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/tintingtintppfwrapinstant-windows-tint-auto-acessories-fitting-dubai-uae/,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/adnoc-auto-car-wash-yas-north/,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,yas car wash,Commercial,0
https://easyauto.ae/business/al-ruwais-automobile-services-bosch-car-service/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/swaidan-workshop/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/avenue-auto-services/,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,avenue auto,"Transactional, Informational",0
https://easyauto.ae/business/volkswagen-service-center-fujairah-al-nabooda-automobiles/,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,,volkswagen service center fujairah al nabooda automobiles,Commercial,0
https://easyauto.ae/business/nissan-service-centre-fujairah-arabian-automobiles-llc/,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/page/80/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/the-best-spare-parts-co-wll-al-quoz-branch/,0,11,0,0,1,0,2,0,0,0,0,0,0,0,-1,,best auto parts al quoz,Navigational,0
https://easyauto.ae/business/dubizzle-cars-hub-musaffah-abu-dhabi/,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,,067034900,Informational,0
https://easyauto.ae/business/car-recovery-service-dubai/,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/mansory-middle-east-l-l-c-dubai/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/zarouni-auto-parts-main-br/,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,search-gpt,al zarouni auto spare parts sharjah,Commercial,2
https://easyauto.ae/business/mg-motor-service-center-abu-dhabi/,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,gemini,,,1
https://easyauto.ae/business/dodge-al-ain-showroom-trading-enterprises/,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,,trading enterprises dodge,Commercial,0
https://easyauto.ae/business/exotic-cars-dubai/,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,,msm 2 building al safa first sheikh zayed rd dubai,Informational,0
https://easyauto.ae/business/toyota-pre-owned-showroom-al-ain/,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,,toyota showroom al ain,"Transactional, Navigational",0
https://easyauto.ae/business/volkswagen-showroom-abu-dhabi/,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,search-gpt,,,2
https://easyauto.ae/business/one-way-car-wash/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/used-car-market-baniyas/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,,,0
https://easyauto.ae/business/south-east-auto-new-spare-parts-trading/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/zarouni-auto-parts-br1/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/zarouni-auto-parts-br3/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/totalenergies-al-sir-cars-service-center-br-1/,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/volkswagen-showroom-sharjah-al-nabooda-automobiles/,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,,volkswagen car showroom,Transactional,0
https://easyauto.ae/business/al-qarib-auto-spare-parts-llc/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/safari-parts/,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,safari parts,Informational,0
https://easyauto.ae/business/parts-gallary-auto-parts-ras-al-khor-br/,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,,parts gallery,Navigational,0
https://easyauto.ae/business/al-mahra-car-accessories/,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,car accessories ras al khaimah,Commercial,0
https://easyauto.ae/business/auto-clean-car-wash/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/totalenergies-al-safeer-auto-polishing-washing/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/car-care-car-wash-station/,0,9,0,0,0,0,0,0,0,0,0,0,0,0,-3,,,,0
https://easyauto.ae/business/kia-service-center-fujairah/,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,وكالة كيا الفجيرة,"Transactional, Informational",0
https://easyauto.ae/business/acdelco-al-dhaid-auto-spare-parts-center/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/abu-ali-trading-establishment-satwa/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business-category/brake-shop/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/majestic-car-care-ppf-detailing-color-change-window-tinting-dubai/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,,,,0
https://easyauto.ae/business/zahra-al-hassan-parking-car-wash-company/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/sama-al-dhaid-used-auto-tr-llc/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/dfsk-abu-dhabi-khalidiyah-showroom-green-motors/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/kenzies-car-wash-mobile-service/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/the-elite-cars-abu-dhabi-brand-new-pre-owned-luxury-cars-showroom/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/umm-alquwain-cars-showroom/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/smart-star-autospare-parts-trading-l-l-c/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/autopro-7511/,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/trustndrive-car-repair-workshop-in-mussafah-car-mechanic-auto-body-shop-abu-dhabi/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/al-sahraa-group/,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,al sahraa transport,Navigational,0
https://easyauto.ae/business/kamdhenu-cars-abu-dhabi-uae-used-premium-second-hand-cars/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/amc-motors-trading-abu-dhabi-branch/,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,amc motors,Navigational,0
https://easyauto.ae/business/al-ghandi-auto-parts-abu-dhabi/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/al-safeer-used-auto-spare-parts/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/dasman-auto-spare-parts-llc-fujairah/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/recovery-services-umm-ul-qwain/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/galadari-trucks-heavy-equipment-abu-dhabi/,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,,galadari abu dhabi,Commercial,0
https://easyauto.ae/business/tyreplus-ctc-ras-al-khaimah/,0,4,0,0,0,2,0,1,0,0,0,0,0,0,0,,tyreplus ctc deira suzuki تايربلاس المركزية التجارية فرع ديرة سوزوكي,Informational,0
https://easyauto.ae/business/al-adil-auto-spare-parts-trading-llc/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/adnoc-service-station-ruwais-housing-complex-987/,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,adnoc service station ruwais,Commercial,0
https://easyauto.ae/business/al-sirag-second-hand-cars-showroom-l-l-c/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/volvo-service-center-abu-dhabi/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,search-gpt,,,1
https://easyauto.ae/business/bosch-car-service-golden-workshop-car-repairing/,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,"gemini, search-gpt",golden workshop,Informational,7
https://easyauto.ae/business/zarouni-auto-parts-br2/,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,al zarouni auto spare parts sharjah,Commercial,0
https://easyauto.ae/business/sparemax-auto-spare-parts-trading-llc-ajman/,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,search-gpt,,,2
https://easyauto.ae/business/maqam-carwash/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/toyota-showroom-ajman/,0,13,0,0,0,3,3,3,0,0,0,0,0,0,0,search-gpt,ajman toyota showroom,"Transactional, Navigational",1
https://easyauto.ae/business/alghazal-alabyadh-car-washing/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,,,,0
https://easyauto.ae/business/al-shatry-american-cars-spare-parts/,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/jac-showroom-service-parts-ras-al-khaimah-al-habtoor-motors/,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,gemini,,,1
https://easyauto.ae/business/prowash-85/,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,,autopro tecom,Informational,0
https://easyauto.ae/business/the-partfinder-uae-used-car-spare-parts/,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/lamborghini-abu-dhabi/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/al-faris-auto-spare-parts-llc/,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,,al faris auto spare parts llc,Commercial,0
https://easyauto.ae/business/alzayan-auto-spare-parts-l-l-c/,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,,al zayan auto spare parts llc,Navigational,0
https://easyauto.ae/business/gulf-motors-auto-parts-br/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/battmobile-car-battery-replacement-dubai-oil-change-service-in-dubai-car-repair/,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,,battmobile uae,Navigational,0
https://easyauto.ae/business/abu-faisal-automotive-parts-llc-opc/,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,,abu faisal auto spare parts sharjah,Commercial,0
https://easyauto.ae/business/asghar-garaj-ajman/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/mega-motorcycle-spare-parts-trading-llc/,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,gemini,,,1
https://easyauto.ae/business/two-brothers-used-auto-spare-parts-trading/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/page/160/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/super-shine-car-polishing/,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,super shine,Commercial,0
https://easyauto.ae/business/cars-shine-mobile-car-wash/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/sparemax-genuine-auto-spare-parts-al-hayl-fujeirah/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/page/169/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/al-hasani-car-wash/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/premier-auto-spare-parts-llc-rak-branch/,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,,premier auto parts llc,Commercial,0
https://easyauto.ae/business/super-glory-parking-car-washing-company/,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,super car wash,Commercial,0
https://easyauto.ae/business/ajman-car-recovery-service-and-car-towing/,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/tarif-car-accessories/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
https://easyauto.ae/business/al-ghandi-auto-service-ras-al-khor-lkndy-llsyrt-mrkz-lsyn-rs-lkhwr/,0,7,0,0,0,1,3,3,0,0,0,0,0,0,0,,al ghandi service ras al khor,"Transactional, Navigational",0
